,user_id,item_id,ratings
15164,A1TGCU5CZF9LKA,B000002KH3,5.0
15165,A1AT0GONN4A9NA,B000002KH3,5.0
15166,A11XKY4EIU2KNR,B000002KH3,5.0
15167,A22BPC7LRSGSYQ,B000002KH3,5.0
15169,A3SV72ZAHH2IDH,B000002KH3,5.0
15170,A34D06JL7LC6MU,B000002KH3,5.0
15171,A2OOKTRYY8HTB,B000002KH3,5.0
15172,A14W8HXP3RM3ZS,B000002KH3,5.0
15173,A35V26FM2R1XL4,B000002KH3,5.0
15174,A3FVFJ8D95E9KY,B000002KH3,4.0
15175,A2RKI7RPP5CJMG,B000002KH3,5.0
15176,A11NKZ57YSELZC,B000002KH3,5.0
15177,A20MFNB26O1T24,B000002KH3,5.0
15179,A356RFKNIG043B,B000002KH3,5.0
15180,A1HY4CVW8K1QFQ,B000002KH3,5.0
15181,A1YQHOKBEFHFA5,B000002KH3,5.0
15183,A4F9P9ZRYHLVB,B000002KH3,5.0
15184,ASCM3206SVTO0,B000002KH3,5.0
15185,A2UX5ABICURKL5,B000002KH3,5.0
15186,A2QGP7E8LSC7TG,B000002KH3,5.0
15187,A2JMLB3XK5078P,B000002KH3,5.0
15188,A4VVYYB68NL4Z,B000002KH3,3.0
15189,AT5V5487H6Z23,B000002KH3,5.0
15190,A16XRPF40679KG,B000002KH3,5.0
15191,A1G5LJ8T1IGYC5,B000002KH3,5.0
15192,A1X4JO8EJ1U5BR,B000002KH3,5.0
15193,AY2GAGTDDG6E3,B000002KH3,5.0
15195,A2514ST2FJGUU5,B000002KH3,5.0
15197,A393ELOQD1MI2I,B000002KH3,5.0
15198,A1L1NYH387VKGM,B000002KH3,5.0
15200,AK8B26S9ATCN7,B000002KH3,5.0
15201,A3LYLRNW15DPU6,B000002KH3,5.0
15202,A2UR38SZPVA07I,B000002KH3,5.0
15204,A29V1MP4PX5ABN,B000002KH3,5.0
15206,AQ4EDJDXBJUC7,B000002KH3,5.0
15207,A2LNEZD3YBO12O,B000002KH3,4.0
15208,A27816GPRIETEG,B000002KH3,5.0
15209,A2OXLM6GZX31II,B000002KH3,5.0
15211,A1BJJVV2B5VLUQ,B000002KH3,5.0
15212,A3UI85DYGMDA15,B000002KH3,5.0
15213,AWSYTZ2I2MW0V,B000002KH3,5.0
15214,A1KDGSZEJXSE9S,B000002KH3,5.0
15215,A2TSHD7SWDGS58,B000002KH3,5.0
15216,A2JCGI5QI9FIBD,B000002KH3,5.0
15217,A3D2VIUT2HWP0Z,B000002KH3,5.0
15218,A2DVFHG099GUGE,B000002KH3,3.0
15219,A1FFPPPIOSI36M,B000002KH3,5.0
15220,A3EOHYIHQM3KK,B000002KH3,4.0
15221,AKP40TIE5SVSQ,B000002KH3,4.0
15222,AMNNPDX9MFEUD,B000002KH3,3.0
15223,AKGF27HN0OF19,B000002KH3,4.0
15225,A3SG2M19I4F9WQ,B000002KH3,5.0
15226,A1OML05BTJBEKS,B000002KH3,5.0
15227,A3M7RECGYLXOPA,B000002KH3,5.0
15228,A3EZ2PLA8AFPIF,B000002KH3,5.0
15230,A7JRDNX3WOMTR,B000002KH3,3.0
15231,A3SFN7ECK78CEV,B000002KH3,5.0
15232,A1BS8YM712C0VJ,B000002KH3,5.0
15236,ASVNSWIXBV72Q,B000002KHB,5.0
15240,A32ABOAE37PVGI,B000002KHB,4.0
15242,A1SFZXPPJKZAVY,B000002KHB,5.0
15245,ANBSW3BALFRR2,B000002KHB,5.0
15247,A2WV1BVPR5YKFZ,B000002KHB,5.0
15249,AL9E7SXXXOAPU,B000002KHB,5.0
15250,A1RX5ERL0QIZ3U,B000002KHB,5.0
15251,A8CYS17WU9V1K,B000002KHB,4.0
15252,A1ETANQJNZCP4F,B000002KHB,5.0
15255,A30XZO9A3H5BYH,B000002KHB,4.0
15256,A280XKGM4KT0KN,B000002KHB,5.0
15257,API8LHQI6HWKX,B000002KHB,4.0
15258,AR14BIUHYR6B7,B000002KHB,4.0
15259,A1FMJJKSVQDDQ,B000002KHB,5.0
15260,A2X1S02C0HB9UU,B000002KHB,5.0
15261,A26NLSTT75FMJM,B000002KHB,3.0
15262,A2C7BOQVFH1HLE,B000002KHB,5.0
15263,A36SSF310LBGSE,B000002KHB,5.0
15264,A1RJJ56MBJMX87,B000002KHB,5.0
15266,A3LH77PBDFEO3F,B000002KHB,4.0
15267,A2HWD9PTM7RBXN,B000002KHB,5.0
15269,A7YJTD4YOV9GN,B000002KHB,5.0
15270,AQN6L9W4N49EY,B000002KHB,5.0
15271,A276M3NSIY9B82,B000002KHB,4.0
15272,A3QZ8WR4DD1ZOS,B000002KHB,5.0
15273,AP2KQMSDOISO8,B000002KHB,5.0
15274,A262TFY27XMQS3,B000002KHB,5.0
15275,A10I9Y44HCRPG,B000002KHB,5.0
15276,A1LE7TGNGPESUK,B000002KHB,5.0
15277,A30B61TWGVVDII,B000002KHB,5.0
15278,A2P0PLCR7JWWNR,B000002KHB,5.0
15279,A3IMA7YM5IX2KX,B000002KHB,5.0
15280,A22VNXHU6IZ5MT,B000002KHB,5.0
15281,A1S8962OZCEV73,B000002KHB,5.0
15283,A1Q7329LOIJG6M,B000002KHB,4.0
15285,A2TAPSNKK9AFSQ,B000002KHB,5.0
15286,A1VMRRMZXGXRTR,B000002KHB,5.0
15287,A1MI9FDCNB3CMR,B000002KHB,3.0
15289,A3FVFJ8D95E9KY,B000002KHB,5.0
15290,A11NKZ57YSELZC,B000002KHB,5.0
15291,A1ODZ7SDUPEGNK,B000002KHB,5.0
15292,A1YQHOKBEFHFA5,B000002KHB,5.0
15293,A11ED8O95W2103,B000002KHB,5.0
15294,A2AOZQ3WTNVVOK,B000002KHB,5.0
15295,A4F9P9ZRYHLVB,B000002KHB,5.0
15296,AFSBKKDFLZZX5,B000002KHB,5.0
15297,A2W0CD4OPKF4ID,B000002KHB,5.0
15299,A1EYYHM5R678I4,B000002KHB,5.0
15300,AHN34TYB15NWF,B000002KHB,5.0
15301,A1G2T0T5COZOC0,B000002KHB,5.0
15303,A12N6XUM5ZYLXG,B000002KHB,5.0
15304,A34Y1FT0MTD7C9,B000002KHB,5.0
15305,A1ER6IYOMM8VCT,B000002KHB,5.0
15306,A3GS5WAQVO4CFB,B000002KHB,5.0
15307,A1Z3DUZZ8IUFVY,B000002KHB,5.0
15308,A3OM5A0I7K13G9,B000002KHB,1.0
15309,A2AXTPUV6TMWYL,B000002KHB,4.0
15311,A386NVAVQV5WUO,B000002KHB,5.0
15313,AWSYTZ2I2MW0V,B000002KHB,5.0
15314,A2M5NJCO91XRP1,B000002KHB,5.0
15315,AZBD8XZR721J6,B000002KHB,2.0
15316,A3292YLTWMNLSG,B000002KHB,5.0
15317,A6F0C0UJBNHMA,B000002KHB,5.0
15318,A2TSHD7SWDGS58,B000002KHB,5.0
15320,A3D2VIUT2HWP0Z,B000002KHB,5.0
15321,A1VL282XIRMEEQ,B000002KHB,5.0
15323,AR5H7GBUVLRP,B000002KHB,5.0
15324,AKGOX5Y1EWDQV,B000002KHB,5.0
15326,A3KJ6JAZPH382D,B000002KHB,5.0
15327,AZ4VKFF136FKR,B000002KHB,2.0
15328,A2YP1HYB6Q0JEQ,B000002KHB,5.0
15329,A3SFN7ECK78CEV,B000002KHB,5.0
15330,A339IE87G18AJ1,B000002KHB,5.0
15331,A34WKQ6TNI5PK1,B000002KHQ,4.0
15334,ALR35EFI69S5R,B000002KHQ,5.0
15335,A2582KMXLK2P06,B000002KHQ,5.0
15336,A2FFZVV3GGCE5F,B000002KHQ,4.0
15337,AUT732WA47U9M,B000002KHQ,4.0
15338,A1O8U0FEBTGRJP,B000002KHQ,5.0
15339,A1MUTOOOSAUT6A,B000002KHQ,4.0
15340,A3ODVYRIERNB4O,B000002KHQ,4.0
15341,A29ZCVZWIWZBCH,B000002KHQ,4.0
15342,A2MVZS39F3XKH3,B000002KHQ,5.0
15343,A3HSH8SA2TOMQI,B000002KHQ,4.0
15344,A3EY2RC6VGJHK5,B000002KHQ,3.0
15346,AP2KQMSDOISO8,B000002KHQ,4.0
15347,AR5VUOE6SSOI6,B000002KHQ,5.0
15348,ADMK3IXP9FAGL,B000002KHQ,5.0
15349,A2X6GEC6LCDN4S,B000002KHQ,5.0
15350,A1AT0GONN4A9NA,B000002KHQ,5.0
15351,AK81WLVD5KGUX,B000002KHQ,4.0
15352,AMPX3331B26QH,B000002KHQ,5.0
15353,A2AOZQ3WTNVVOK,B000002KHQ,4.0
15354,A2491UAOEC7GP9,B000002KHQ,5.0
15355,A15ODH4TZGETQC,B000002KHQ,5.0
15356,A3LZGLA88K0LA0,B000002KHQ,5.0
15358,A39CAW88NL2VM9,B000002KHQ,5.0
15359,ARIGCQMVCXY2E,B000002KHQ,5.0
15360,A1RJD10TTI568L,B000002KHQ,4.0
15361,A2W9VGCIJQG0NI,B000002KHQ,5.0
15362,A3KJ6JAZPH382D,B000002KHQ,4.0
15363,A2TRM1MAJ0H9GE,B000002KHQ,4.0
15364,A25RUVV98LRKJ1,B000002KIP,5.0
15365,A3CN9CCJUNIPKT,B000002KIP,5.0
15366,A3U3PA6J2XOVFK,B000002KIP,5.0
15367,A2HWD9PTM7RBXN,B000002KIP,5.0
15368,A1ODZ7SDUPEGNK,B000002KIP,4.0
15370,AQP1VPK16SVWM,B000002KIP,4.0
15372,A3TK2IOP8UQ087,B000002KJ1,5.0
15374,A3TZV5SXQ8F6ST,B000002KJ1,5.0
15375,ADXSUMA0L8EOF,B000002KJ1,5.0
15376,AGGNI1ADS1C3Y,B000002KJ1,5.0
15377,A2G0578LWMF5CU,B000002KJ1,5.0
15378,AT576Z9DC6HJ0,B000002KJ1,5.0
15380,A2CH1K8VK94C4H,B000002KJ1,5.0
15381,A2UYAFQ40U2PHS,B000002KJ1,4.0
15383,A2WQY1B8ZS7QRZ,B000002KJ1,5.0
15384,A3CCYAQRHUTPIQ,B000002KJ1,4.0
15386,A1Q8N4AX9R6I3U,B000002KJ1,5.0
15387,A3ZP2A2SWNRCB,B000002KJ1,5.0
15389,A5KJVGJ43ZDC9,B000002KJ1,5.0
15390,A1FFPPPIOSI36M,B000002KJ1,2.0
15391,A3M1091E7F2E19,B000002KJ1,5.0
15392,AKGOX5Y1EWDQV,B000002KJ1,5.0
15394,A38YRCFFHET2LA,B000002KJ1,5.0
15395,A4UKBG3M5U5TI,B000002KJ1,5.0
15397,A252HNVAZENVNE,B000002KJ4,5.0
15398,A1O16J4RN90W3H,B000002KJ4,5.0
15399,A1WHO8TXC8GJHA,B000002KJ4,5.0
15400,A5KYDSIJXKA,B000002KJ4,5.0
15401,A2G165WTGD4N34,B000002KJ4,5.0
15402,A31U2QT7SAL7K,B000002KJ4,5.0
15403,A3HU0B9XUEVHIM,B000002KJY,5.0
15404,A1YC9XEDFKXPLK,B000002KJY,5.0
15405,A3MQVJ1JNGHDSP,B000002KJY,5.0
15406,A1MFN19B7AIRXE,B000002KJY,4.0
15407,A70YTUFJY5HXN,B000002KJY,5.0
15408,A1GN8UJIZLCA59,B000002KJY,5.0
15409,A1D44YT0P8Q8XL,B000002KJY,5.0
15410,A36NUDST4Y5JBA,B000002KK1,5.0
15411,A3GUZMGGYL5BVE,B000002KK1,5.0
15412,A1AT0GONN4A9NA,B000002KK1,5.0
15413,A1ODZ7SDUPEGNK,B000002KK1,5.0
15414,A30QGASBU0E1ZK,B000002KK1,4.0
15415,A3HU0B9XUEVHIM,B000002KK2,5.0
15417,A2ASAFOEQ9ORGY,B000002KK2,3.0
15418,A29ZCVZWIWZBCH,B000002KK2,5.0
15419,ACIBQ6BQ6AWEV,B000002KK2,5.0
15420,APTL3KI55TM8T,B000002KK2,5.0
15421,A39H5ZCKFUMO2K,B000002KK2,5.0
15422,A3ADFUS74MLPMA,B000002KK2,5.0
15423,A1X4WM1OCKR0WN,B000002KK2,5.0
15424,A4ITSUQTV4QU4,B000002KK2,5.0
15425,A28OGM5C71B1XD,B000002KK2,5.0
15427,A39GW5CBWTIWAZ,B000002KK2,5.0
15429,A3B4N44LA778OG,B000002KK2,5.0
15430,A12224Y2TZG4BY,B000002KK2,5.0
15431,AQP1VPK16SVWM,B000002KK2,4.0
15432,A32GCOTGFJ9XC3,B000002KKD,5.0
15433,A1BXRQ30K73KSV,B000002KKD,5.0
15434,APOGXH3A74CM3,B000002KKD,5.0
15436,A1POGYGC5C99W5,B000002KKD,5.0
15437,A3U3PA6J2XOVFK,B000002KKD,5.0
15438,A2WETFLJM0D6R0,B000002KKD,4.0
15439,ACIBQ6BQ6AWEV,B000002KKD,5.0
15440,A16H4WUENJWBME,B000002KKD,4.0
15441,A36CUVZ2FD4SOO,B000002KKD,5.0
15442,A14BTJRH9VNLJJ,B000002KKD,5.0
15443,A2NJO6YE954DBH,B000002KKD,5.0
15445,A1IUJSE0CATVRT,B000002KKD,5.0
15446,A36EW68H08UOCS,B000002KKD,5.0
15447,A18RQ2URRGIIEA,B000002KKD,5.0
15448,A1OJDPLRG4Q0PX,B000002KKD,5.0
15449,A16XRPF40679KG,B000002KKD,5.0
15450,A2WQY1B8ZS7QRZ,B000002KKD,5.0
15451,A34Y1FT0MTD7C9,B000002KKD,5.0
15452,A3GS5WAQVO4CFB,B000002KKD,5.0
15455,AX3WJZLFQQRCT,B000002KKD,5.0
15456,A36EDWL4F3AASU,B000002KKD,5.0
15457,A2WSI8HOWHFDOT,B000002KKD,5.0
15458,AXWF3P7EMY7XW,B000002KKD,5.0
15459,A1USDS1D8MZJUA,B000002KKD,5.0
15460,AR5H7GBUVLRP,B000002KKD,4.0
15461,A3VXBO4QQX3ZG8,B000002KKD,5.0
15462,A38YRCFFHET2LA,B000002KKD,4.0
15463,A3LYFRATW68EX1,B000002KKD,5.0
15465,AYPCUQS6ARWFH,B000002KKN,5.0
15466,A3HU0B9XUEVHIM,B000002KKN,5.0
15467,AZDL23124GWH3,B000002KKN,4.0
15468,A6AZD9ZHVPS5B,B000002KKN,3.0
15470,A2OTT4J4JLCL1G,B000002KKN,5.0
15471,A7E3VNJJOPJ8R,B000002KKN,5.0
15472,A2P49WD75WHAG5,B000002KKN,4.0
15473,A22HN0VTP9TCLJ,B000002KKN,3.0
15475,A2H6IM0K9931E,B000002KKN,5.0
15476,A26NLSTT75FMJM,B000002KKN,2.0
15477,A1ST1XBL6EQTBV,B000002KKN,5.0
15479,A3SV72ZAHH2IDH,B000002KKN,3.0
15480,A2GC1JN5F0ZVH8,B000002KKN,4.0
15481,A6OUWU2TYT8UR,B000002KKN,4.0
15482,A9Q28YTLYREO7,B000002KKN,4.0
15483,A34Y1FT0MTD7C9,B000002KKN,3.0
15484,ADM42VSJD4A5E,B000002KKN,3.0
15485,A3TIT4H0ZNOD3O,B000002KKN,5.0
15487,AD29KEJMCAD76,B000002KKN,5.0
15488,A2KUXPRQMR2OET,B000002KKN,5.0
15489,A8M4WE1MT4R4O,B000002KKN,5.0
15490,A1WWDFQ8HSKT0,B000002KKN,4.0
15491,A2H9FBZB17UQE0,B000002KKN,5.0
15493,AE9GUE3HHOX3U,B000002KKN,5.0
15494,A36RS7KTNOBROF,B000002KKX,5.0
15495,AE88NIHNBVX5G,B000002KKX,5.0
15497,A22HN0VTP9TCLJ,B000002KKX,5.0
15498,A2C7BOQVFH1HLE,B000002KKX,4.0
15500,A1RJJ56MBJMX87,B000002KKX,5.0
15501,A1Q7329LOIJG6M,B000002KKX,5.0
15502,A3T9IX8EDFDX4G,B000002KKX,5.0
15503,A299AG3O394X32,B000002KKX,4.0
15504,A13EUSV15UDAUG,B000002KKX,5.0
15505,A2NQUGGYM0DBM1,B000002KKX,4.0
15506,AFLQGO7CJVK50,B000002KKX,5.0
15507,A2491UAOEC7GP9,B000002KKX,5.0
15508,A3LZGLA88K0LA0,B000002KKX,4.0
15509,A26U698MD3J8XW,B000002KKX,5.0
15510,APN6DO7VHDLTN,B000002KKX,5.0
15511,A9Q28YTLYREO7,B000002KKX,5.0
15512,ARIGCQMVCXY2E,B000002KKX,5.0
15513,A3M1091E7F2E19,B000002KKX,5.0
15516,A4UKBG3M5U5TI,B000002KKX,5.0
15517,A2ASIT0JYIGHTA,B000002KKX,4.0
15518,A3HU0B9XUEVHIM,B000002KL7,5.0
15519,A1YDNVLHKFZ0BR,B000002KL7,5.0
15520,A3ADFUS74MLPMA,B000002KL7,5.0
15521,AD94D0QMN6A6G,B000002KL7,3.0
15524,A2DT00ZK4WGOQH,B000002KL7,5.0
15525,A28OGM5C71B1XD,B000002KL7,5.0
15528,A3AVJCB1ZD6ZY5,B000002KL7,4.0
15529,A3B4N44LA778OG,B000002KL7,5.0
15530,AZ4VKFF136FKR,B000002KL7,5.0
15531,A3U3PA6J2XOVFK,B000002KLC,5.0
15532,AF349JR6MDNWA,B000002KLC,5.0
15533,A2CH1K8VK94C4H,B000002KLC,5.0
15534,A192KEPM0HW6AC,B000002KLC,5.0
15535,A2WQY1B8ZS7QRZ,B000002KLC,4.0
15536,A298JV8C4ADLU7,B000002KLC,4.0
15537,AVMAHVWDGNOKK,B000002KLC,4.0
15538,A1EOEYW5SMC6CV,B000002KLC,3.0
15540,A3KJ6JAZPH382D,B000002KLC,5.0
15541,A2WKHKNMWG3K2Z,B000002KLC,5.0
15542,AZ39SOZT3NZQU,B000002KLC,4.0
15544,A1YC9XEDFKXPLK,B000002KLL,5.0
15545,A2491UAOEC7GP9,B000002KLL,5.0
15546,A2WKKTVYS5H61M,B000002KLL,5.0
15547,A9Q28YTLYREO7,B000002KLL,5.0
15548,APZSWNPMVSZ84,B000002KLL,5.0
15549,A3OLZXHFGUAMWW,B000002KLL,5.0
15550,A14W1VNMMYLWND,B000002KLL,5.0
15551,A3HU0B9XUEVHIM,B000002KLM,5.0
15553,A3TPTSRYHOI5J0,B000002KLM,4.0
15554,APOGXH3A74CM3,B000002KLM,5.0
15555,A2P49WD75WHAG5,B000002KLM,5.0
15556,A1LQC225SE8UNI,B000002KLM,4.0
15557,AS4EKZBW2R6CD,B000002KLM,5.0
15558,A2WETFLJM0D6R0,B000002KLM,4.0
15559,A2VF79Z6SDBIAS,B000002KLM,4.0
15560,A36LDA9339NE8Q,B000002KLM,3.0
15561,A192KEPM0HW6AC,B000002KLM,5.0
15562,A36CUVZ2FD4SOO,B000002KLM,5.0
15563,A1CS70DT7ZPCJJ,B000002KLM,5.0
15564,A2NJO6YE954DBH,B000002KLM,4.0
15566,A16XRPF40679KG,B000002KLM,5.0
15567,A2WQY1B8ZS7QRZ,B000002KLM,5.0
15569,A34Y1FT0MTD7C9,B000002KLM,5.0
15570,A1U2T71CDVKFRH,B000002KLM,4.0
15571,AF872K5CF6DIF,B000002KLM,5.0
15572,A19YHEBK099R7U,B000002KLM,5.0
15575,A1AP3A4UW8OJFV,B000002KLN,5.0
15577,A1IKOYZVFHO1XP,B000002KLN,5.0
15578,A2M56XGFARVRDJ,B000002KLN,3.0
15579,A1EAFFJQ2NDHGC,B000002KLN,5.0
15580,A1L0HZI35HF8OF,B000002KLN,5.0
15581,A2C7BOQVFH1HLE,B000002KLN,5.0
15582,A7Y6AVS576M03,B000002KLN,5.0
15583,A1L9MIIBI7409N,B000002KLN,4.0
15584,A1AMUJB81XGXD1,B000002KLN,4.0
15585,A1GN8UJIZLCA59,B000002KLN,3.0
15586,A27E44IWS3B7VD,B000002KLN,5.0
15587,A5495Z5QZL2QV,B000002KLN,4.0
15588,A3DPACNQCR3720,B000002KLN,4.0
15589,A36RS7KTNOBROF,B000002KLZ,5.0
15590,AMDZA4HZ9FG86,B000002KLZ,5.0
15591,A2DS532SLTFWFK,B000002KLZ,4.0
15592,A2HWD9PTM7RBXN,B000002KLZ,3.0
15593,A3PQM82AFBR0B3,B000002KLZ,5.0
15595,A1AL34PRF8SSZC,B000002KLZ,4.0
15596,A1M88T3T5ZKAD2,B000002KLZ,5.0
15597,A28OGM5C71B1XD,B000002KLZ,3.0
15598,A3TXWIDMKRYG3J,B000002KLZ,4.0
15600,AG6LLT8DCYG64,B000002KLZ,4.0
15602,A3HU0B9XUEVHIM,B000002KME,5.0
15603,A5BXYL0OEW8CR,B000002KME,4.0
15605,AJWIIPPWXH4U3,B000002KME,2.0
15607,A1YZSTZNO3SRL5,B000002KME,4.0
15608,A2QUK79K7IH3U7,B000002KME,5.0
15609,A2QWF2BJ2FM4R2,B000002KME,5.0
15610,A28OGM5C71B1XD,B000002KME,2.0
15611,A1U2T71CDVKFRH,B000002KME,5.0
15612,AMNNPDX9MFEUD,B000002KME,4.0
15613,A3KJ6JAZPH382D,B000002KME,4.0
15614,AV5G37VFE5NVD,B000002KME,4.0
15615,A3RICVFW2YD1LZ,B000002KME,5.0
15617,AQP1VPK16SVWM,B000002KME,5.0
15619,A1UXMT6XQFZLA1,B000002KMI,4.0
15621,A299AG3O394X32,B000002KMI,4.0
15622,A14YR7QK3ASFFW,B000002KMI,5.0
15623,A31U2QT7SAL7K,B000002KMI,5.0
15624,A103W7ZPKGOCC9,B000002KMI,5.0
15626,ATFNT456Z3N64,B000002KN3,5.0
15627,A2CH1K8VK94C4H,B000002KN3,4.0
15628,A2TT5FMAJ3MKEN,B000002KN3,2.0
15630,APHF3230EABUG,B000002KN3,4.0
15631,AOYLVUVF5VZTU,B000002KN3,4.0
15633,A3OLZXHFGUAMWW,B000002KN3,5.0
15634,AB2AQMK9PCWWX,B000002KN3,5.0
15635,ALR35EFI69S5R,B000002KNG,5.0
15638,APHV5UVEKZ5U3,B000002KNG,5.0
15641,AZSACV427GIAH,B000002KNG,4.0
15642,A3VNV65XYKKY6A,B000002KNG,5.0
15643,A1RJD10TTI568L,B000002KNG,4.0
15644,A5495Z5QZL2QV,B000002KNG,5.0
15645,A2UO10VW2BLHUM,B000002KNL,5.0
15646,AE5F46Q10VPCE,B000002KNL,5.0
15648,A3G10NPD661EQD,B000002KNL,5.0
15649,A1MUTOOOSAUT6A,B000002KNL,5.0
15650,A3O90G1D7I5EGG,B000002KNL,5.0
15651,A3U3PA6J2XOVFK,B000002KNL,5.0
15653,A39RJX5CACOOIY,B000002KNL,5.0
15654,A37WVQUDN0RTS2,B000002KNL,4.0
15656,AFMWLT45X9H4R,B000002KNL,4.0
15657,AGH5RJDNL7TAZ,B000002KNL,5.0
15658,A3P9LHPY39YKU1,B000002KNL,5.0
15659,A1PPLI6JONWUKD,B000002KNL,5.0
15660,A2LVVFKV541N0,B000002KNL,5.0
15661,A1GN8UJIZLCA59,B000002KNL,5.0
15662,A1FFPPPIOSI36M,B000002KNL,4.0
15663,A2E0TZSNGNFVHL,B000002KNL,5.0
15664,A1GIIPXONCEEHP,B000002KNL,5.0
15665,A3464G00K8ZYD1,B000002KNL,5.0
15666,A3KJ6JAZPH382D,B000002KNL,5.0
15668,AQP1VPK16SVWM,B000002KNL,5.0
15669,A1L0L5LL943B5T,B000002KNM,5.0
15670,A1D22OU25XABAK,B000002KNM,4.0
15672,AMLNKKE117N9W,B000002KNM,5.0
15673,A3UYERNM2UQ30B,B000002KNM,4.0
15674,A2WETFLJM0D6R0,B000002KNM,4.0
15675,A36LDA9339NE8Q,B000002KNM,5.0
15676,ATYTYE431FM8S,B000002KNM,3.0
15677,AKNSC7IXWEYLA,B000002KNM,2.0
15678,A3CCYAQRHUTPIQ,B000002KNM,4.0
15679,AD39QGHGWAOPQ,B000002KNM,2.0
15682,A3UZQ8KFWMA0MO,B000002KNO,4.0
15683,A3HU0B9XUEVHIM,B000002KNO,5.0
15684,A1IKOYZVFHO1XP,B000002KNO,4.0
15685,A2582KMXLK2P06,B000002KNO,3.0
15686,A3TZV5SXQ8F6ST,B000002KNO,2.0
15687,AI6F4WN2KYLSX,B000002KNO,3.0
15688,A1MXPWDS7SVQN1,B000002KNO,4.0
15689,A1A5V45PC8HDX7,B000002KNO,4.0
15690,A1SFZXPPJKZAVY,B000002KNO,4.0
15692,AC0Z6U9OWFRT0,B000002KNO,5.0
15694,A1YC6AHVLLD7UK,B000002KNO,4.0
15695,A3CY6819GDT75H,B000002KNO,3.0
15696,A35GNQK1DC7WXU,B000002KNO,5.0
15697,A2X27FQSHP418Y,B000002KNO,1.0
15698,AEFRJ6ZBKGZV2,B000002KNO,5.0
15699,A276M3NSIY9B82,B000002KNO,3.0
15700,AQKDF0FCUPHF3,B000002KNO,2.0
15701,A2C5LA07JCDWTN,B000002KNO,4.0
15702,A12R54MKO17TW0,B000002KNO,4.0
15703,A1BHK6FFUZNKSN,B000002KNO,4.0
15704,A1Q7329LOIJG6M,B000002KNO,3.0
15705,A3T9IX8EDFDX4G,B000002KNO,3.0
15707,A15YPJLKLZS0MK,B000002KNO,3.0
15708,A2OOKTRYY8HTB,B000002KNO,4.0
15715,A1X4JO8EJ1U5BR,B000002KNO,2.0
15716,A2WQY1B8ZS7QRZ,B000002KNO,4.0
15717,A2BYSAQJ7EQ1WY,B000002KNO,1.0
15721,A32DTCFBBB9WIV,B000002KNO,1.0
15723,A248GUMT8WVVQ1,B000002KNO,1.0
15724,A1AQH9I5J6A86G,B000002KNO,2.0
15725,A1EMDSTJDUE6B0,B000002KNO,3.0
15726,A2OXLM6GZX31II,B000002KNO,4.0
15728,A3TMC7AMWFM68R,B000002KNO,5.0
15729,A1KDGSZEJXSE9S,B000002KNO,3.0
15730,A9VROMAWXIL9G,B000002KNO,4.0
15731,A2DVFHG099GUGE,B000002KNO,3.0
15732,A3EOHYIHQM3KK,B000002KNO,3.0
15733,AKP40TIE5SVSQ,B000002KNO,4.0
15734,AKGF27HN0OF19,B000002KNO,3.0
15735,A3SG2M19I4F9WQ,B000002KNO,5.0
15736,A39KOJG83K8F1U,B000002KNO,5.0
15737,A1OML05BTJBEKS,B000002KNO,5.0
15738,A1JIW8GOSSGUQR,B000002KNO,3.0
15739,A3464G00K8ZYD1,B000002KNO,2.0
15740,A10VNTUCKHAAIH,B000002KNO,4.0
15741,AK7HA5YU06NLG,B000002KNO,5.0
15742,A33CKO3B7NZFGP,B000002KNO,2.0
15743,A2FEUSZVIVVYOR,B000002KNO,5.0
15744,A4RTZRRYTXOB2,B000002KO1,5.0
15746,A3HU0B9XUEVHIM,B000002KO1,5.0
15747,A3G10NPD661EQD,B000002KO1,5.0
15748,A2WV1BVPR5YKFZ,B000002KO1,4.0
15749,APOGXH3A74CM3,B000002KO1,5.0
15750,A1906RZITWT2K2,B000002KO1,5.0
15752,A3O90G1D7I5EGG,B000002KO1,5.0
15753,A26NLSTT75FMJM,B000002KO1,3.0
15754,A2C7BOQVFH1HLE,B000002KO1,5.0
15755,A2PK91Q6HM5TAT,B000002KO1,4.0
15756,A2CH1K8VK94C4H,B000002KO1,5.0
15759,A78IGBF7TAWLH,B000002KO1,5.0
15760,A1RDO6YKNX3RB8,B000002KO1,5.0
15761,A1CQCS17LQCHIH,B000002KO1,5.0
15764,A3CMS6F1FCM733,B000002KO1,5.0
15766,A2M4Q0XP9FFK81,B000002KO1,3.0
15767,A2WQY1B8ZS7QRZ,B000002KO1,5.0
15768,A25AXWGBGJ5KBS,B000002KO1,5.0
15771,A1U2T71CDVKFRH,B000002KO1,4.0
15773,A12M96JJHEOYMT,B000002KO1,5.0
15774,A2SF8H9HGK194L,B000002KO1,5.0
15775,A35FMDBNQ2SI52,B000002KO1,5.0
15776,AMNNPDX9MFEUD,B000002KO1,5.0
15777,A25JHXYK10F0A6,B000002KO1,5.0
15778,A3KJ6JAZPH382D,B000002KO1,5.0
15779,A5495Z5QZL2QV,B000002KO1,5.0
15780,AV5G37VFE5NVD,B000002KO1,4.0
15782,A1V2N0Z4ABZ2GX,B000002KO1,5.0
15784,A34YDWC3VGB366,B000002KO5,5.0
15785,AVT9Q9PTUCDMR,B000002KO5,4.0
15786,A2VF79Z6SDBIAS,B000002KO5,5.0
15788,A27RUG27Y2HHIL,B000002KO5,5.0
